ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/NBO_0000577,postural reflex,"""A reflex that maintains body position and equilibrium either during rest or during movement."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000366,aerial locomotion behavior,"""Behavior related to the movement of an organism from one location to another through the air."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000228,jaw movement conditioning behavior,,,
http://purl.obolibrary.org/obo/NBO_0000239,long term hunger regulation,"""Any process which modulates the physical craving for food over long term food deprivation."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000190,premenstrual syndrome,"Premenstrual syndrome (PMS) is a generic term which includes a broad group of emotional, behavioral and physical symptoms that occur for several days to several weeks before menses and subside following the menstrual period.

Premenstrual syndrome and premenstrual dysphoric disorder: definitions and diagnosis. ( Ellen W Freeman)
",,
http://purl.obolibrary.org/obo/NBO_0000609,visual hallucination,"""A form of hallucination that involves perceiving images without visual stimulus."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002869,regulation of addictive substance consumption preference,"""A regulation of consumption of an addictive sustance behavior process associated with the preference over the type of addictive sustance that is consumed. "" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MF_0000000,mental functioning related anatomical structure,An anatomical structure in which there inheres the disposition to be the agent of a mental process.,,
http://purl.obolibrary.org/obo/NBO_0000632,mobbing calling,"""Behavior associated with signals made by the mobbing species while harassing a predator."" [wikipedia:Mobbing_(animal_behavior)]",,
http://purl.obolibrary.org/obo/DOID_0060166,bipolar ll disorder,"A bipolar disorder that is characterized by at least one hypomanic episode and at least one major depressive episode; with this disorder, depressive episodes are more frequent and more intense than manic episodes.",,
http://purl.obolibrary.org/obo/MFOMD_0000109,obsession,"
An intrusive and repetitive thought or image that produce anxiety.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",,
http://purl.obolibrary.org/obo/NBO_0000195,autobiographical memory,"""A type of memory for particular events within one's own life."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/IAO_0000225,obsolescence reason specification,The reason for which a term has been deprecated. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.,,
http://purl.obolibrary.org/obo/NBO_0000555,spatial working memory,,,
http://purl.obolibrary.org/obo/NBO_0000206,perceptual priming,"""A type priming based on the form of the stimulus and is enhanced by the match between the early and later stimuli."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000217,active avoidance learning behavior,"""Avoidance learning when the action occurs."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000057,physical examination,A sequence of acts of observing and measuring qualities of a patient performed by a clinician; measurements may occur with and without elicitation.,,
http://purl.obolibrary.org/obo/BFO_0000146,two-dimensional continuant fiat boundary,,,
http://purl.obolibrary.org/obo/MF_0000046,capability to play piano,,,
http://purl.obolibrary.org/obo/NBO_0000101,retropulsion,"""Moving backwards."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000112,aggressive behavior towards inanimate objects,"""Exhibiting a domineering, assault posture and/or hostile physical action toward inanimate objects."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000450,social grooming,"""Behavior related to the activity in which individuals in a group clean or maintain one another's body or appearance."" [wikipedia:Social_grooming]",,
http://purl.obolibrary.org/obo/NBO_0000461,size constancy behavior,"""The perception of familiar objects as approximately the same size regardless of their distance from the observer."" [Jrank:http://science.jrank.org/pages/5094/Perception.html]",,
http://purl.obolibrary.org/obo/GO_0007631,feeding behavior,Behavior associated with the intake of food.|See also the biological process term 'behavior ; GO:0007610'.,,
http://purl.obolibrary.org/obo/DOID_11718,antidepressant type abuse,A substance abuse that involves the recurring use of antidepressant drugs despite negative consequences.,,
http://purl.obolibrary.org/obo/NBO_0000619,behavior stemming from insight,"""Behavior stemming from understanding of a specific cause and effect in a specific context."" [wikipedia:Insight]",,
http://purl.obolibrary.org/obo/DOID_4189,mutism,A speech disorder that involves a complete inability to speak.,,
http://purl.obolibrary.org/obo/NBO_0000578,righting reflex,"""A reflex process in which an animal immediately tries to turn over after being placed in a supine position."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_11037,dissociative amnesia,"A dissociative disorder where he continuity of the patient's memory is disrupted. Patients with dissociative amnesia have recurrent episodes in which they forget important personal information or events, usually connected with trauma or severe stress.|Is the partial or total loss of important information, sometimes occurring suddenly after stressful or traumatic event.


Understanding abnormal behavior. David Sue, Derald Wing Sue, Stanley Sue.

|The disturb person may be unable to recall information such as his or her name, address, friends, and relatives but does remember the necessities of daily life. This disorder most commonly presents as a retrospectively reported gap or series of gaps in recall for aspects of the individual's life history. These gaps are usually related to traumatic or extremely stressful events.

There are five types of memory disturbances in dissociative amnesia that vary in terms of the degree and type of memory that is lost: 
- localised amnesia.- the individual fails to recall events that occurred during a circumscribed period of time, usually the first few hours following a profoundly disturbing event. 
- selective amnesia.- the person can recall some, but not all, of the events during a circumscribed period of time.
- generalised amnesia.- failure of recall encompasses the person's entire life.
- systematised amnesia.- loss of memory for certain categories of information, such as all memories relating to one's family or to a particular person.
- continuous amnesia.- is defined as the inability to recall events subsequent to a specific time un to and including the present.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.
DSM-IV-TR (american Psychiatric Association)
",30012,
http://purl.obolibrary.org/obo/DOID_12849,autistic disorder,"An autism spectrum disorder that is characterized by symptoms across all three symptom domains (communication, social, restricted repetitive interests and behaviors), delayed language development, and symptom onset prior to age 3 years.|Xref MGI.
OMIM mapping confirmed by DO. [SN].",,
http://purl.obolibrary.org/obo/BFO_0000034,function,,,
http://purl.obolibrary.org/obo/DOID_12217,Lewy body dementia,"A dementia and a synucleinopathy that is characterized by the development of abnormal proteinaceous (alpha-synuclein) cytoplasmic inclusions, called Lewy bodies, throughout the brain that results in progressive decline in mental abilities.|OMIM mapping confirmed by DO. [SN].",,
http://purl.obolibrary.org/obo/MF_0000001,disposition to be agent of mental process,"Higher order consciousness is consciousness of one's own mental states, a self-reflexive consciousness of the experience of being conscious, of having mental processes ongoing.",,
http://purl.obolibrary.org/obo/NBO_0000216,language learning behavior,,,
http://purl.obolibrary.org/obo/DOID_12400,kleptomania,"An impulse control disorder that involves the repeated impulse to steal for no great gain, when he or she has sufficient money to pay for the item and no need for what is stolen.",,
http://purl.obolibrary.org/obo/NBO_0000554,visual short term memory,,,
http://purl.obolibrary.org/obo/GO_0071625,vocalization behavior,The behavior in which an organism produces sounds by a mechanism involving its respiratory system.,,
http://purl.obolibrary.org/obo/DOID_93,language disorder,A communication disorder that involves the processing of linguistic information.,,
http://purl.obolibrary.org/obo/DOID_4737,somatoform disorder,"A disease of mental health that involves physical symptoms suggesting a physical illness where the biological or medical cause of the symptoms is indeterminate.|The common feature of this kind of disorders is the presence of physical symptoms that suggest a general medical condition and are not fully explained by a general medical condition, by the direct effects of a substance, or by another mental disorder.

DSM-IV-TR (american Psychiatric Association)",,
