idPessoa,data_hora,trabalho_proprio,historico_familiar,tratamento,interferencia_trabalho,trabalho_remoto,empresa_ti,conhece_opcoes,programa_saude,busca_tratamento,anonimidade,licenca_medica,mental_consequencia,fisica_consequencia,mental_entrevista,fisica_entrevista,mental_fisica,houve_consequencias
951,2014-08-29 1:14:09,No,Yes,Yes,Often,No,No,Yes,No,No,No,Somewhat easy,Yes,Maybe,No,Maybe,No,Yes
952,2014-08-29 1:20:32,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Very difficult,Yes,Maybe,No,Maybe,No,Yes
953,2014-08-29 1:40:36,No,Yes,Yes,Rarely,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
954,2014-08-29 2:10:57,No,No,No,NA,No,Yes,No,No,No,Yes,Don't know,Maybe,No,Maybe,Maybe,Don't know,No
955,2014-08-29 2:24:13,No,Yes,Yes,Often,No,Yes,Not sure,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
956,2014-08-29 3:02:16,No,Yes,No,Never,No,No,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No
957,2014-08-29 3:02:45,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,Maybe,Yes,No
958,2014-08-29 3:08:25,No,No,Yes,Rarely,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,Maybe,No,No
959,2014-08-29 4:39:23,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
960,2014-08-29 4:53:12,No,No,No,NA,No,Yes,No,No,No,Don't know,Very easy,No,No,No,Maybe,No,No
961,2014-08-29 5:15:30,Yes,No,No,Sometimes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
962,2014-08-29 5:24:07,Yes,No,Yes,Sometimes,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,Maybe,Don't know,No
963,2014-08-29 5:39:21,Yes,Yes,No,Often,Yes,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
964,2014-08-29 5:47:19,No,No,Yes,Often,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Maybe,No,Yes
965,2014-08-29 5:54:26,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Very difficult,Yes,Maybe,No,Maybe,No,Yes
966,2014-08-29 5:57:48,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Very easy,Maybe,No,No,Maybe,Yes,No
967,2014-08-29 6:06:46,No,No,No,Never,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,No,No,Don't know,No
968,2014-08-29 6:37:49,No,Yes,No,Rarely,No,No,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
969,2014-08-29 6:42:57,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Don't know,No
970,2014-08-29 7:12:43,No,No,No,Sometimes,Yes,Yes,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,Maybe,No,Yes
971,2014-08-29 7:21:30,Yes,No,Yes,Sometimes,No,Yes,Yes,No,No,No,Very difficult,Yes,Yes,No,No,Yes,Yes
972,2014-08-29 7:28:17,No,Yes,Yes,Rarely,No,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Maybe,Don't know,No
973,2014-08-29 7:51:42,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,No,No,Yes,No
974,2014-08-29 8:26:36,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,Maybe,Yes,Don't know,No
975,2014-08-29 8:36:24,No,No,No,NA,No,Yes,No,Don't know,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
976,2014-08-29 8:46:31,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Maybe,No,Yes
977,2014-08-29 8:53:19,No,Yes,No,NA,No,No,Yes,Don't know,No,Yes,Somewhat easy,Maybe,Maybe,No,Maybe,Don't know,Yes
978,2014-08-29 8:54:23,No,No,No,Never,No,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,Don't know,No
979,2014-08-29 8:57:14,No,Yes,Yes,Often,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No
980,2014-08-29 8:57:42,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,No,No
981,2014-08-29 8:59:08,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Maybe,Maybe,Don't know,Yes
982,2014-08-29 8:59:40,No,Yes,Yes,Often,Yes,No,Yes,No,Yes,No,Somewhat easy,Yes,Yes,No,No,Don't know,No
983,2014-08-29 9:01:01,No,Yes,Yes,Often,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Yes,Don't know,No
984,2014-08-29 9:01:45,No,No,No,Never,No,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
985,2014-08-29 9:02:04,No,No,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Very easy,No,No,No,Yes,Yes,No
986,2014-08-29 9:02:56,No,Yes,No,Rarely,Yes,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,Yes
987,2014-08-29 9:03:50,No,No,No,Often,No,Yes,No,No,No,No,Somewhat difficult,Yes,No,No,Yes,Yes,No
988,2014-08-29 9:10:08,No,Yes,No,Sometimes,No,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,Maybe,Don't know,No
989,2014-08-29 9:12:16,No,No,No,NA,Yes,Yes,No,No,No,Yes,Somewhat easy,No,No,No,No,Don't know,No
990,2014-08-29 9:13:43,No,No,No,NA,No,Yes,No,No,Yes,Don't know,Very easy,No,No,No,No,Yes,No
991,2014-08-29 9:14:45,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,No,No,Yes,No
992,2014-08-29 9:15:05,Yes,No,No,NA,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,Yes,No
993,2014-08-29 9:15:52,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Yes,No,No,Maybe,Yes,No
994,2014-08-29 9:19:25,Yes,No,No,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,No,No,Don't know,No
995,2014-08-29 9:24:34,No,No,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,Don't know,No
996,2014-08-29 9:23:22,No,Yes,No,Never,No,No,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,Don't know,No
997,2014-08-29 9:23:44,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Don't know,Yes,No,No,No,Don't know,No
998,2014-08-29 9:27:12,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
999,2014-08-29 9:29:37,No,Yes,Yes,Often,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Maybe,Maybe,Don't know,No
1000,2014-08-29 9:31:37,No,Yes,Yes,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1001,2014-08-29 9:31:49,No,Yes,Yes,Often,No,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Maybe,Don't know,No
1002,2014-08-29 9:33:43,No,No,Yes,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Maybe,Maybe,Don't know,Yes
1003,2014-08-29 9:35:46,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,No,Maybe,Yes,Yes
1004,2014-08-29 9:36:04,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Very easy,Maybe,No,No,No,Yes,No
1005,2014-08-29 9:36:46,No,Yes,Yes,Sometimes,Yes,No,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Don't know,No
1006,2014-08-29 9:40:13,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
1007,2014-08-29 9:42:23,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
1008,2014-08-29 9:46:56,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,Don't know,No
1009,2014-08-29 9:47:10,No,No,No,NA,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,No,Don't know,No
1010,2014-08-29 9:47:30,Yes,No,No,Never,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,No,Yes,No
1011,2014-08-29 9:51:35,No,Yes,No,Sometimes,No,No,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
1012,2014-08-29 9:53:38,No,Yes,No,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
1013,2014-08-29 9:53:50,No,No,No,Sometimes,No,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,Maybe,No,Maybe,Yes,No
1014,2014-08-29 9:54:01,No,No,No,NA,No,Yes,Not sure,No,No,Yes,Very easy,Maybe,No,Maybe,Yes,Don't know,No
1015,2014-08-29 9:54:11,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,No,Maybe,Yes,No
1016,2014-08-29 9:58:55,No,No,Yes,Often,No,No,Yes,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,Yes
1017,2014-08-29 9:59:39,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1018,2014-08-29 10:03:24,No,No,No,Rarely,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,No,No,Yes,Don't know,Yes
1019,2014-08-29 10:05:57,No,No,No,Never,Yes,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,Maybe,No,No
1020,2014-08-29 10:06:29,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,No,No,Yes
1021,2014-08-29 10:12:10,No,No,No,Never,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,No,Maybe,Yes,No
1022,2014-08-29 10:13:39,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,Don't know,No
1023,2014-08-29 10:13:43,No,Yes,No,Sometimes,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,No
1024,2014-08-29 10:16:45,No,Yes,Yes,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
1025,2014-08-29 10:27:15,No,No,No,Never,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Maybe,No,Yes,No
1026,2014-08-29 10:30:09,No,No,No,Sometimes,No,Yes,Not sure,No,No,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
1027,2014-08-29 10:32:24,No,Yes,No,Never,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,Don't know,No
1028,2014-08-29 10:33:45,No,No,No,NA,No,No,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
1029,2014-08-29 10:38:23,No,Yes,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,No,No,No,No,Yes,No
1030,2014-08-29 10:38:29,No,Yes,Yes,Rarely,No,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Maybe,Maybe,Yes,No
1031,2014-08-29 10:55:24,No,Yes,No,Sometimes,Yes,No,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,No,No
1032,2014-08-29 10:59:57,No,Yes,Yes,Often,No,Yes,No,No,No,No,Very difficult,Yes,No,No,Yes,No,Yes
1033,2014-08-29 11:01:41,No,No,No,Never,No,No,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,Yes
1034,2014-08-29 11:02:23,No,Yes,No,Sometimes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1035,2014-08-29 11:04:19,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Don't know,No,No,No,Maybe,Yes,No
1036,2014-08-29 11:05:00,No,No,No,NA,Yes,No,No,Don't know,Don't know,Yes,Don't know,Yes,No,No,No,No,No
1037,2014-08-29 11:11:00,No,No,No,Sometimes,No,Yes,Not sure,No,No,Don't know,Very easy,No,No,No,Maybe,Yes,No
1038,2014-08-29 11:12:22,No,No,No,NA,Yes,Yes,No,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
1039,2014-08-29 11:19:46,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,No,No,Maybe,No,No
1040,2014-08-29 11:20:13,No,No,No,NA,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,No,No,No,Yes,No
1041,2014-08-29 11:20:28,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
1042,2014-08-29 11:20:52,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,Maybe,Don't know,No
1043,2014-08-29 11:22:46,No,No,Yes,Often,No,No,Yes,No,No,Don't know,Don't know,Maybe,No,No,Yes,No,Yes
1044,2014-08-29 11:23:21,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Yes,Don't know,Maybe,No,No,Maybe,Don't know,No
1045,2014-08-29 11:24:48,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,No,No,Don't know,No
1046,2014-08-29 11:25:30,No,Yes,No,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,No,Don't know,Yes
1047,2014-08-29 11:27:47,Yes,No,Yes,Often,Yes,No,Yes,Yes,Yes,Yes,Very difficult,No,No,No,No,Yes,Yes
1048,2014-08-29 11:32:22,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,No,Maybe,Yes,Yes
1049,2014-08-29 11:32:44,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Don't know,No,No,No,Maybe,No,Yes
1050,2014-08-29 11:33:54,No,Yes,No,Sometimes,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,No,No
1051,2014-08-29 11:34:07,No,Yes,Yes,Often,No,Yes,Not sure,No,No,Yes,Very easy,No,No,No,Maybe,No,No
1052,2014-08-29 11:36:38,No,No,No,Never,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,No,No,Don't know,No
1053,2014-08-29 11:39:33,No,No,No,Rarely,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,No,No
1054,2014-08-29 11:40:29,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Yes,Very easy,No,No,No,No,Yes,No
1055,2014-08-29 11:43:12,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Maybe,Maybe,Don't know,No
1056,2014-08-29 11:44:33,Yes,No,No,Never,Yes,Yes,No,No,No,No,Very easy,Maybe,No,No,Maybe,Yes,No
1057,2014-08-29 11:46:27,No,Yes,Yes,Often,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1058,2014-08-29 11:53:59,No,No,Yes,Rarely,No,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,No,Yes,Don't know,No
1059,2014-08-29 11:54:38,No,No,Yes,Often,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Maybe,Maybe,Don't know,No
1060,2014-08-29 11:56:18,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Yes,Very difficult,Maybe,No,No,Maybe,No,No
1061,2014-08-29 12:00:33,Yes,No,No,Never,Yes,Yes,No,No,No,Yes,Somewhat difficult,No,No,No,No,Don't know,No
1062,2014-08-29 12:08:12,No,No,Yes,Often,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,Don't know,No
1063,2014-08-29 12:15:57,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,No,Don't know,No
1064,2014-08-29 12:20:01,No,Yes,Yes,Often,No,No,No,No,No,Yes,Don't know,No,No,No,Maybe,No,Yes
1065,2014-08-29 12:26:21,No,No,No,Never,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Don't know,No
1066,2014-08-29 12:27:54,No,No,No,Never,No,No,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,No,Don't know,No
1067,2014-08-29 12:45:11,No,No,No,Never,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Maybe,Don't know,No
1068,2014-08-29 12:48:20,No,No,No,NA,Yes,Yes,No,No,No,Don't know,Very difficult,Yes,Maybe,No,Maybe,No,No
1069,2014-08-29 12:54:31,No,No,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,No,No
1070,2014-08-29 13:17:33,No,No,No,Sometimes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1071,2014-08-29 13:23:40,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Yes,Yes
1072,2014-08-29 13:58:25,No,No,No,Never,No,No,No,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
1073,2014-08-29 14:04:59,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,No
1074,2014-08-29 14:09:21,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,No,Maybe,No,Yes
1075,2014-08-29 14:31:00,Yes,Yes,Yes,Sometimes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Maybe,Don't know,No
1076,2014-08-29 14:51:49,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,No,Maybe,No,Yes
1077,2014-08-29 14:59:43,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
1078,2014-08-29 15:10:39,Yes,No,Yes,Sometimes,No,Yes,No,No,No,Yes,Very difficult,Maybe,No,No,Maybe,No,No
1079,2014-08-29 15:59:55,No,Yes,Yes,Often,No,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,Maybe,No,No
1080,2014-08-29 16:07:05,No,Yes,Yes,Often,No,Yes,Not sure,Don't know,Yes,Don't know,Very difficult,No,Maybe,Maybe,No,Yes,No
1081,2014-08-29 16:17:32,No,Yes,Yes,Often,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,No,No
1082,2014-08-29 16:21:16,No,Yes,Yes,Often,No,No,No,Yes,Don't know,Don't know,Somewhat easy,No,No,No,No,Yes,No
1083,2014-08-29 16:30:50,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Maybe,No,No
1084,2014-08-29 16:50:08,No,No,No,NA,No,Yes,No,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
1085,2014-08-29 16:51:31,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,No,Yes,No
1086,2014-08-29 16:56:06,No,Yes,No,Never,No,No,Not sure,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No
1087,2014-08-29 17:04:07,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Yes,Don't know,No,No,No,Maybe,Don't know,No
1088,2014-08-29 17:04:12,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Yes,No
1089,2014-08-29 17:26:15,Yes,No,No,Never,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,No,Maybe,Yes,No
1090,2014-08-29 17:32:31,No,Yes,No,Never,No,No,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,No
1091,2014-08-29 17:35:16,No,Yes,Yes,Often,No,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,No,Yes,No,No
1092,2014-08-29 17:54:32,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,No,No,No,Yes,No
1093,2014-08-29 18:33:32,No,No,Yes,Sometimes,No,Yes,No,No,Yes,Yes,Very easy,No,No,No,No,Yes,No
1094,2014-08-29 18:39:07,Yes,No,Yes,Sometimes,No,No,Yes,No,No,No,Very difficult,No,No,No,No,No,Yes
1095,2014-08-29 19:32:13,No,Yes,Yes,Rarely,Yes,Yes,No,No,No,Don't know,Very easy,No,No,Maybe,Yes,Yes,No
1096,2014-08-29 19:34:40,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Maybe,Don't know,Yes
1097,2014-08-29 20:53:09,No,No,No,NA,No,No,Not sure,Yes,Don't know,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
1098,2014-08-29 20:53:58,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,No,Yes,No
1099,2014-08-29 21:26:44,No,No,No,NA,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Maybe,Yes,Don't know,No
1100,2014-08-29 21:28:14,No,Yes,No,Sometimes,No,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
1101,2014-08-29 21:40:26,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,No,No,Very difficult,Yes,Yes,No,Maybe,No,Yes
1102,2014-08-29 22:08:51,No,Yes,No,Sometimes,Yes,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,No,Yes,No
1103,2014-08-29 23:51:01,No,No,No,Never,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
1104,2014-08-30 0:09:55,No,No,Yes,Rarely,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,Maybe,Don't know,No
1105,2014-08-30 3:55:19,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
1106,2014-08-30 5:05:44,No,Yes,Yes,Rarely,No,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,Maybe,Yes,Yes,No
1107,2014-08-30 5:47:08,No,No,Yes,Often,No,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
1108,2014-08-30 6:48:28,No,No,No,Often,No,Yes,No,No,No,No,Very easy,Maybe,Maybe,Maybe,Maybe,Don't know,No
1109,2014-08-30 7:31:05,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
1110,2014-08-30 11:48:52,No,No,Yes,Often,No,Yes,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Yes,No,No
1111,2014-08-30 12:35:06,No,No,No,NA,Yes,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,Maybe,Yes,Don't know,No
1112,2014-08-30 13:23:57,No,Yes,Yes,Sometimes,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,Maybe,Yes,Don't know,No
1113,2014-08-30 13:48:34,No,No,No,NA,No,No,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Maybe,Don't know,No
1114,2014-08-30 13:55:45,No,No,No,Sometimes,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,Maybe,Don't know,Yes
1115,2014-08-30 14:00:22,No,No,Yes,Never,No,Yes,Not sure,No,Don't know,Don't know,Very easy,Maybe,No,No,Maybe,Don't know,No
1116,2014-08-30 15:57:04,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
1117,2014-08-30 16:13:40,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,No,Yes,Don't know,No
1118,2014-08-30 16:38:02,No,No,No,Never,Yes,Yes,Yes,No,No,Don't know,Don't know,Yes,Yes,No,No,Don't know,No
1119,2014-08-30 18:29:00,Yes,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,Yes,No,Yes
1120,2014-08-30 19:35:58,No,No,Yes,Sometimes,No,No,No,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No
1121,2014-08-30 19:56:23,No,No,Yes,Never,No,Yes,Not sure,No,Don't know,Don't know,Very easy,Maybe,No,No,Maybe,No,No
1122,2014-08-30 20:12:33,No,No,Yes,Rarely,No,No,No,Don't know,Don't know,Don't know,Don't know,No,No,No,Maybe,Don't know,No
1123,2014-08-30 20:19:37,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,No,Yes,No
1124,2014-08-30 20:43:51,Yes,Yes,Yes,Often,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Maybe,Yes,No,Yes
1125,2014-08-30 20:46:35,No,No,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
1126,2014-08-31 4:31:11,No,Yes,No,Sometimes,No,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,No,Maybe,Yes,No
1127,2014-08-31 9:19:43,No,No,No,NA,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,No,Yes,No,No
1128,2014-08-31 15:03:12,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Don't know,Don't know,Yes,No,No,Yes,No,No
1129,2014-08-31 15:23:16,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,Yes
1130,2014-08-31 16:48:13,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
1131,2014-08-31 22:11:48,No,No,No,Rarely,No,Yes,Yes,No,Yes,No,Somewhat difficult,Yes,No,No,Maybe,No,Yes
1132,2014-08-31 22:16:40,No,No,No,Rarely,No,Yes,Yes,No,Yes,No,Somewhat difficult,Yes,No,No,Maybe,No,Yes
1133,2014-09-01 4:28:55,No,No,Yes,Sometimes,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,No,No
1134,2014-09-01 6:52:31,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Very easy,No,No,No,Maybe,Yes,No
1135,2014-09-01 6:53:28,No,Yes,No,NA,No,Yes,No,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,Don't know,No
1136,2014-09-01 8:19:15,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,No,No,Don't know,No
1137,2014-09-01 8:23:15,No,No,Yes,Sometimes,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
1138,2014-09-01 9:12:15,No,No,Yes,Often,No,Yes,Yes,No,No,Yes,Very difficult,No,No,Yes,Yes,Don't know,No
